Tanggal,Tweets,ID,Screen Name,Banyak Retweet,Source,Retweet Status,Hashtags;
2021-05-08 09:18:50,b'@eko_kuntadhi Kalau kasus ngentit bansos Covid19 siapa yg salah bang?',1390959366774292487,bferiyanto,0,Twitter for iPhone,0,[];
2021-05-08 09:16:38,b'RT @elisa_jkt: Bansos ditilep. \nInsentif nakes ditunda2. \n\nTapi pajak mobil tertentu tetap 0 dong. \nDan jangan lupa wisata ....',1390958812228554752,bulaokayas,337,Twitter Web App,1,[];
"2021-05-08 09:16:26,""b'@fadlizon Intinya KPK di lemahkan, Supaya Harun Masiku bisa di Hadirkan Kembali Ke Indonesia, dan Metrei Sosial Yang Korupsi dana BANSOS tidak jadi di hukum mati. Ooooeeaaa Satu Lagi Agar PARTAI JUARA KORUP di Indonesia bisa bernafas lega'"",1390958761049616384,Aulia2Said,0,Twitter for Android,1,[]";
"2021-05-08 09:14:26,b'Tim Satgas KPK Kasus Suap Bansos dan Impor Benur Banyak yang Tak Lolos TWK\n\n#KPK #satgaskpk\n\nhttps://t.co/YcHa9YJisA',1390958259331207173,smartizen_,0,Twitter for Android,0,""['KPK', 'satgaskpk']""";
"2021-05-08 09:14:21,""b'RT @vierda: Situ enak nakes punya gaji, situ enak ibunya sakit masih bisa dibawa ke RS. \n\nSeolah2 kondisi kek gini kita seneng gitu. Liat o\xe2\x80\xa6'"",1390958238393278466,Choco_strwbrry,91,Twitter for Android,1,[]";
"2021-05-08 09:12:53,""b'RT @narkosun: Tanda2 ekonomi Indonesia mulai membaik. Pertumbuhan ekonomi pada TW1 2021 sebesar 1,45%.\n\nPemerintah masih terus mengupayakan\xe2\x80\xa6'"",1390957870137577472,mojo_ksatriasel,9,Twitter for Android,1,[]";
"2021-05-08 09:11:28,""b'@verticalscape @ajeaja07 @dpermadhy @FaisalBasri Kalau uang bansos yg  jarah,,,koq masih pada nerima saat ini,,,,anda dimana saat itu https://t.co/tuhntpfLFb'"",1390957514947104769,Raffandy12,0,Twitter for Android,0,[]";
"2021-05-08 09:04:22,""b'@amn8325mohmd @BERKARYA_NET Jls lbh parah mobil esemka dong\'tak berwujud tpi ampuh buat jurus ngibul.\nAda jga yg ngakunya kang martabak trnyta rasanya batu bara.\nAda jga yg doyan sma dana bansos buat rakyat.ada jga yg doyan matiin mix mntang""""titipan mama.\nMcam laa klakuannya. \xf0\x9f\x98\x80'"",1390955724432232449,Jokowo09994509,0,Twitter for Android,0,[]";
"2021-05-08 09:03:59,""b'Peduli Covid-19, Warga Desa Rebono Peroleh Bansos Dari Polsek Wonorejo https://t.co/wrrd3eV0WF'"",1390955630760968193,planettribunus,0,IFTTT,0,[]";
2021-05-08 09:03:07,b'RT @elisa_jkt: Bansos ditilep. \nInsentif nakes ditunda2. \n\nTapi pajak mobil tertentu tetap 0 dong. \nDan jangan lupa wisata ....',1390955412917133315,royal_dudeness,337,Twitter for Android,1,[];
"2021-05-08 09:02:48,""b'RT @vierda: Situ enak nakes punya gaji, situ enak ibunya sakit masih bisa dibawa ke RS. \n\nSeolah2 kondisi kek gini kita seneng gitu. Liat o\xe2\x80\xa6'"",1390955331291783169,kokorobet03,91,Twitter for Android,1,[]";
"2021-05-08 08:59:55,""b'RT @BudiSetyarso: Para penyidik yg membongkar kasus korupsi kakap spt e-KTP, simulator SIM, ekspor benur, jg bansos tak bs jd ASN krn tdk l\xe2\x80\xa6'"",1390954608030220293,fiyaaa09,3374,Twitter for Android,1,[]";
2021-05-08 08:55:50,b'RT @elisa_jkt: Bansos ditilep. \nInsentif nakes ditunda2. \n\nTapi pajak mobil tertentu tetap 0 dong. \nDan jangan lupa wisata ....',1390953579754655744,vivecanadaa,337,Twitter for iPhone,1,[];
2021-05-08 08:55:08,b'@OposisiCerdas Maling bansos apakabar??...',1390953403245686787,SanjayaSandi5,0,Twitter for Android,0,[];
2021-05-08 08:52:25,b'@rmacellak @febridiansyah Thrx dr Sisa Bansos... Dan Nyonya Penggagas Ekasila',1390952718596939781,dg_kawank,0,Twitter for Android,0,[];
2021-05-08 08:52:04,b'BANSOS POLSEK PULUNG POLRES PONOROGO KEPADA WARGA YANG RUMAHNYA TERBAKAR - Kanal Ponorogo https://t.co/NSOA4EbF8i https://t.co/LevxNMhohZ',1390952632328458242,SeputarPonorogo,0,dlvr.it,0,[];
"2021-05-08 08:50:39,""b'Pengen batagor bansos bluru, perjalanan e 20 menit Wedi gabuka:('"",1390952276286529538,mbaknab,0,Twitter for Android,0,[]";
"2021-05-08 08:46:56,""b'RT @vierda: Situ enak nakes punya gaji, situ enak ibunya sakit masih bisa dibawa ke RS. \n\nSeolah2 kondisi kek gini kita seneng gitu. Liat o\xe2\x80\xa6'"",1390951338377318407,Agamayer07,91,Twitter for Android,1,[]";
2021-05-08 08:46:40,b'@Dennysiregar7 @KPK_RI Kaki tangan madam bansos lagi mengalihkan isue bipang wkwkwk',1390951273260716036,suaraha00716821,0,Twitter for Android,0,[];
"2021-05-08 08:44:58,""b'RT @vierda: Situ enak nakes punya gaji, situ enak ibunya sakit masih bisa dibawa ke RS. \n\nSeolah2 kondisi kek gini kita seneng gitu. Liat o\xe2\x80\xa6'"",1390950842170167298,epic5era,91,Twitter for Android,1,[]";
"2021-05-08 08:44:51,""b'@Dennysiregar7 @KPK_RI Teringat juga letoynya menghadapi putrijuragan sama madame_bansos, klo masiku lw gk ingetkan?'"",1390950813997015041,AchmadMundziri,0,Twitter for Android,0,[]";
"2021-05-08 08:40:53,""b'@TretanMuslim untuk sebuah sarung terlalu sedikit stok nya, anda mau disamakan dengan bansos'"",1390949817107423235,ansfath_,0,Twitter for Android,0,[]";
"2021-05-08 08:40:14,""b'@gar4200 Itu bukan leader tapi dealer jd apapun yg dia buat tergantung deal mana yg gede keuntungannya buat madam bansos, secara dia kan petugas partai. \xf0\x9f\x98\x81'"",1390949652627804165,ayah_neisha,2,Twitter for Android,0,[]";
2021-05-08 08:37:54,b'RT @febridiansyah: Ada kasus2 besar yg skrg sdg ditangani sjumlah Penyidik yg namanya beredar di media akan disingkirkan dr KPK. Sebut saja\xe2\x80\xa6',1390949065362272258,maydivaca,452,Twitter Web App,1,[];
"2021-05-08 08:37:53,""b'Peduli Covid-19, Warga Desa Rebono Peroleh Bansos Dari Polsek Wonorejo https://t.co/m4iXD7M29u'"",1390949063315574784,tribunusantara1,0,IFTTT,0,[]";
"2021-05-08 08:37:32,""b'Yang Halal.\nYg penting belinya pakai uang dari nyari nafkah yang halal.\n\nKalau beli pakai uang korupsi bansos ya tetep aja haram.\n\nAduh, Julid lagi... https://t.co/Shkl2kIefN'"",1390948973725159425,IbnNashir,0,Twitter for Android,0,[]";
"2021-05-08 08:35:20,""b'@zarqawis @fadjroeL Kalo ama Partai Madam Bansos udah Om, padahal ane gak ngapa2in, cuma nyinggung maslah komunis, PKI Reborn aja kok kek pada gerah bgt ampe main blokir. \xf0\x9f\xa4\xa6 \xf0\x9f\x98\xa5\xf0\x9f\x98\xb4 https://t.co/e60GDZvIHo'"",1390948420626489345,Yoedhistira_531,0,Twitter for Android,0,[]";
2021-05-08 08:30:02,b'@andry19633 @RamliRizal Korupsi Bansos terang benderang tapi dibikin gelap sama KPK',1390947085499854849,AndreMan2003,0,Twitter for Android,0,[];
"2021-05-08 08:29:00,""b'@Raffandy12 @ajeaja07 @dpermadhy @FaisalBasri Iya bos uang bansos nya di jarah maling , maling yang sok NKRI , maling yang sok paling Pancasila ...'"",1390946824253370370,verticalscape,0,Twitter for Android,0,[]";
"2021-05-08 08:25:26,""b'Tribunus Bali -  Peduli Covid-19, Warga Desa Rebono Peroleh Bansos Dari Polsek Wonorejo https://t.co/1cPx7qxojf'"",1390945927867867137,tribunusbali,0,IFTTT,0,[]";
2021-05-08 08:24:57,b'@republikaonline Tangkap madam bansos temukan Harun masiku mungkin rezim langsung habis masanya',1390945805217849352,hakieeem,0,Twitter for Android,0,[];
"2021-05-08 08:23:54,""b'RT @vierda: Situ enak nakes punya gaji, situ enak ibunya sakit masih bisa dibawa ke RS. \n\nSeolah2 kondisi kek gini kita seneng gitu. Liat o\xe2\x80\xa6'"",1390945542113435648,RiskaSeeker2019,91,Twitter Web App,1,[]";
2021-05-08 08:23:45,b'RT @elisa_jkt: Bansos ditilep. \nInsentif nakes ditunda2. \n\nTapi pajak mobil tertentu tetap 0 dong. \nDan jangan lupa wisata ....',1390945506172444676,yoyoktea9988,337,Twitter for Android,1,[];
"2021-05-08 08:21:58,""b'RT @vierda: Situ enak nakes punya gaji, situ enak ibunya sakit masih bisa dibawa ke RS. \n\nSeolah2 kondisi kek gini kita seneng gitu. Liat o\xe2\x80\xa6'"",1390945056111009795,iniherman2,91,Twitter for Android,1,[]";
2021-05-08 08:20:05,b'RT @elisa_jkt: Bansos ditilep. \nInsentif nakes ditunda2. \n\nTapi pajak mobil tertentu tetap 0 dong. \nDan jangan lupa wisata ....',1390944583803031558,windaheris,337,Twitter for Android,1,[];
2021-05-08 08:19:51,b'RT @andry19633: Banyak Perusahaan Penyalur Bansos Terdeteksi Abal-abal alias Fiktif. Rizal Ramli Minta Firli Bahuri Bongkar 21 Juta Data Ga\xe2\x80\xa6',1390944525082759171,elisutarli,39,Twitter for Android,1,[];
"2021-05-08 08:19:35,""b'RT @faridwadjdi: Dikira tausiyahnya tentang tanggung jawab penguasa mengurus rakyat dengan baik, larangan mendzolimi dan menindas rakyat, h\xe2\x80\xa6'"",1390944455037911047,RinaSyaniah1,63,Twitter for Android,1,[]";
2021-05-08 08:18:13,b'RT @tempodotco: Anggota Komisi Hukum DPR dari Fraksi Partai Demokrat menduga penyidik KPK yang menyidik kasus korupsi bantuan sosial atau b\xe2\x80\xa6',1390944110786322435,CaronaUpdates,512,Carona Updates,1,[];
2021-05-08 08:17:02,b'RT @elisa_jkt: Bansos ditilep. \nInsentif nakes ditunda2. \n\nTapi pajak mobil tertentu tetap 0 dong. \nDan jangan lupa wisata ....',1390943816065032197,yakubtrijuna,337,Twitter for Android,1,[];
"2021-05-08 08:13:04,""b'@HukumDan Korupsi bansos &amp";" madam bansos, serta proses hukum pembantaian di KM.50.'"",1390942817321558017,EdiKeceput,0,Twitter for Android,0,[]"
"2021-05-08 08:11:04,""b'@JihanMila0 Biasanya akun akun yg gak mengakui pak jokowi presidennya, giliran pembagian bansos, antre paling depan..\xf0\x9f\x98\x82\xf0\x9f\x98\x82'"",1390942313703088129,hunter_dhab,0,Twitter for Android,0,[]";
"2021-05-08 08:10:29,""b'RT @vierda: Situ enak nakes punya gaji, situ enak ibunya sakit masih bisa dibawa ke RS. \n\nSeolah2 kondisi kek gini kita seneng gitu. Liat o\xe2\x80\xa6'"",1390942165388251136,abinnahl,91,Twitter for Android,1,[]";
"2021-05-08 08:03:48,""b'RT @AzizatilNurul: Pemerintah kenapa sih ?\nKeasyikan korup bansos nih kayaknya..\nMudik dilarang, Orang luar dibebasin masuk.\nKalo emang mau\xe2\x80\xa6'"",1390940485645045761,dinggawijaya,45,Twitter for Android,1,[]";
"2021-05-08 08:02:34,""b'Cek Penerima Bansos PKH dan BPNT, Akses Link https://t.co/vfB6P3HrsT, Ini Panduannya\n\nhttps://t.co/xKqUjkmRP5'"",1390940175371440130,ririn64233207,0,Twitter Web App,0,[]";
"2021-05-08 08:01:44,""b'Cicak vs buaya jilid 2 bossnya dia kena angkut, ya wajar lah si @Fahrihamzah pasang badan, baca dulu sejarahnya, gak usah monolog. \n\nYg harusnya lo bela skrg madam bansos dan kang goodybag, idola lo tuh. https://t.co/epRwnVKiQQ'"",1390939965329080322,beembooss,0,Twitter for Android,0,[]";
"2021-05-08 08:01:05,""b'RT @narkosun: Tanda2 ekonomi Indonesia mulai membaik. Pertumbuhan ekonomi pada TW1 2021 sebesar 1,45%.\n\nPemerintah masih terus mengupayakan\xe2\x80\xa6'"",1390939800002338816,ladybossprisc,9,Hootsuite Inc.,1,[]";
"2021-05-08 07:59:41,""b'RT @faridwadjdi: Dikira tausiyahnya tentang tanggung jawab penguasa mengurus rakyat dengan baik, larangan mendzolimi dan menindas rakyat, h\xe2\x80\xa6'"",1390939446384623619,arkonagoro30,63,Twitter for Android,1,[]";
"2021-05-08 07:58:16,""b'@TjwanSwie @msaid_didu Hahaha...Guoblok bin Tolol dipiara kau gegara disuntik Fucksin Babi yaa. \nMaling Bansos, Jiwasraya, Asabri, di zaman siapa Cuung kacuung \xf0\x9f\xa4\xae\xf0\x9f\xa4\xae.'"",1390939092439896064,Wanc_15M4_69,0,Twitter for Android,0,[]";
2021-05-08 07:55:18,b'RT @elisa_jkt: Bansos ditilep. \nInsentif nakes ditunda2. \n\nTapi pajak mobil tertentu tetap 0 dong. \nDan jangan lupa wisata ....',1390938343265882116,dickinurhiqmah8,337,Twitter for Android,1,[];
2021-05-08 07:54:40,b'@Raffandy12 @Fery36624075 @RaisaTjokrodnta @panca66 @jokowi Itukan Uda selesain DUNGU \xf0\x9f\xa4\xa3\n\nYg rakyat Indonesia inginkan sekarang siapa sebenarnya madam bansos \xf0\x9f\x98\x9b',1390938186419945472,TriEkoTaruna3,1,Twitter Web App,0,[];
"2021-05-08 07:53:47,""b""""Ada yg gini ada yg foya2 pake uang korupsi abis 'capek' bagiin bansos \xf0\x9f\x98\x9e\xf0\x9f\x98\x9e\xf0\x9f\x98\x9e\xf0\x9f\x98\x9e https://t.co/zhTViDNqUg"""""",1390937962540527617,triggggred,0,Twitter for iPhone,0,[]";
"2021-05-08 07:52:35,""b'Tanda2 ekonomi Indonesia mulai membaik. Pertumbuhan ekonomi pada TW1 2021 sebesar 1,45%.\n\nPemerintah masih terus mengupayakan agar ekonomi tahun ini semakin menguat. Berbagai program dijalankan, seperti insentif pajak, bansos, vaksinasi, kartu prakerja, dll. https://t.co/6y0lSwsMte'"",1390937662836543489,narkosun,9,Twitter for Android,0,[]";
2021-05-08 07:49:41,b'RT @elisa_jkt: Bansos ditilep. \nInsentif nakes ditunda2. \n\nTapi pajak mobil tertentu tetap 0 dong. \nDan jangan lupa wisata ....',1390936932973092866,silentisnotgold,337,Twitter for Android,1,[];
2021-05-08 07:46:16,b'RT @elisa_jkt: Bansos ditilep. \nInsentif nakes ditunda2. \n\nTapi pajak mobil tertentu tetap 0 dong. \nDan jangan lupa wisata ....',1390936073442775044,andi_achilles,337,Twitter for Android,1,[];
"2021-05-08 07:46:04,""b'RT @vierda: Situ enak nakes punya gaji, situ enak ibunya sakit masih bisa dibawa ke RS. \n\nSeolah2 kondisi kek gini kita seneng gitu. Liat o\xe2\x80\xa6'"",1390936022674857984,Jaya52102315,91,Twitter for Android,1,[]";
"2021-05-08 07:44:25,""b'Koq sebut nama lsg sih, min? Kan bisa anak pak lurah, goodie bag bansos atau apalah.. Jahat ihh.. https://t.co/Zy9G9wmDdH'"",1390935605140332545,Komaini_ahmad24,0,Twitter Web App,0,[]";
2021-05-08 07:41:59,b'@TirtoID Waduh keduluan korupsi bansos nih\xf0\x9f\x99\x8a\xf0\x9f\x99\x88',1390934991798865922,dikairzandi,0,Twitter for iPhone,0,[];
2021-05-08 07:38:35,b'RT @andry19633: Banyak Perusahaan Penyalur Bansos Terdeteksi Abal-abal alias Fiktif. Rizal Ramli Minta Firli Bahuri Bongkar 21 Juta Data Ga\xe2\x80\xa6',1390934138442510341,jmertani,39,Twitter Web App,1,[];
"2021-05-08 07:38:18,""b'RT @vierda: Situ enak nakes punya gaji, situ enak ibunya sakit masih bisa dibawa ke RS. \n\nSeolah2 kondisi kek gini kita seneng gitu. Liat o\xe2\x80\xa6'"",1390934066472493061,andi_achilles,91,Twitter for Android,1,[]";
"2021-05-08 07:37:28,""b'@tempodotco Saya yakin semua koruptor yang tes kebangsaan pasti lulus\xf0\x9f\xa4\xa3, apa lg yang korupsi bansos. Madam bansos itu pasti jago tes kebangsaan\xf0\x9f\xa4\xa3'"",1390933855205429248,ini7indonesia,0,Twitter for Android,0,[]";
2021-05-08 07:35:37,b'@TjwanSwie @w40ne4j4 @msaid_didu maksudnya madam bansos??????',1390933389503389696,mandar_bara,0,Twitter Web App,0,[];
2021-05-08 07:35:34,b'RT @Pack_Ogha: @defickry @Outstandjing Yg selama ini patuh diam drumah denger bansos dikorup. Yg rajin tracking diri denger swab bekas dipa\xe2\x80\xa6',1390933378954776576,curedblossom,8,Twitter for Android,1,[];
"2021-05-08 07:35:13,""b'RT @vierda: Situ enak nakes punya gaji, situ enak ibunya sakit masih bisa dibawa ke RS. \n\nSeolah2 kondisi kek gini kita seneng gitu. Liat o\xe2\x80\xa6'"",1390933290303909890,Alva47831808,91,Twitter for Android,1,[]";
"2021-05-08 07:31:33,""b'RT @vierda: Situ enak nakes punya gaji, situ enak ibunya sakit masih bisa dibawa ke RS. \n\nSeolah2 kondisi kek gini kita seneng gitu. Liat o\xe2\x80\xa6'"",1390932366814679040,ramdh,91,Twitter for Android,1,[]";
2021-05-08 07:31:04,b'@Dennysiregar7 @KPK_RI Masih berani nggak ya... https://t.co/8FWBvkk6qv',1390932245712490497,adiwdj,0,Twitter for Android,0,[];
2021-05-08 07:30:36,b'RT @elisa_jkt: Bansos ditilep. \nInsentif nakes ditunda2. \n\nTapi pajak mobil tertentu tetap 0 dong. \nDan jangan lupa wisata ....',1390932129706438660,muhammad_mursid,337,Twitter for Android,1,[];
"2021-05-08 07:29:54,""b'kalau miskin prestasi, buktinya Pak dhe terpilih lagi \xf0\x9f\x98\x82\nbansos !! kan udah diproses hukum \'\nSit Pandemik Negara kita Aman2 saja..semua bekerja dgn baik..\xf0\x9f\x98\x8e\nIni semua karna kasih sayang.""""\nTUHAN """"..\xf0\x9f\x98\x8d https://t.co/1eQ9VZtx0u'"",1390931952639700996,JUSTICE44723801,1,Twitter for Android,0,[]";
2021-05-08 07:29:53,b'RT @elisa_jkt: Bansos ditilep. \nInsentif nakes ditunda2. \n\nTapi pajak mobil tertentu tetap 0 dong. \nDan jangan lupa wisata ....',1390931948474826753,Farspins,337,Twitter for iPhone,1,[];
"2021-05-08 07:28:27,""b'@KompasTV @jokowi ajakan boleh2 saja tapi dengan solusi, beli beras aja susah belanja online wxwxwxwx, bagi orang kaya mungkin ndak terfikirkan, bagi rakyat kecil bagaimana, bansos sampek ke warga mungkin tinggal 40% dari anggaran'"",1390931589815672832,eko_supriyant07,0,Twitter Web App,0,[]";
"2021-05-08 07:26:30,""b'@msaid_didu @fadjroeL byk berita ya \nBipang, Jipang, Penyekatan, WNA China datang, Test di KPK\nKorupsi Bansos blm selesai dan Harun Masiku blm selesai'"",1390931098167758856,IND_MAJU,0,Twitter for Android,0,[]";
"2021-05-08 07:25:23,""b'RT @vierda: Situ enak nakes punya gaji, situ enak ibunya sakit masih bisa dibawa ke RS. \n\nSeolah2 kondisi kek gini kita seneng gitu. Liat o\xe2\x80\xa6'"",1390930816734089217,kutubutarapanas,91,Twitter for Android,1,[]";
2021-05-08 07:24:29,b'@VIVAcoid Dana bansos aja di hajar sama mentrine....',1390930588480069640,Widi78820100,0,Twitter for Android,0,[];
"2021-05-08 07:20:44,""b'@republikaonline Sejak dulu masyarakat pro Pancasila, perilaku pejabat negara yg banyak tidak beri contoh tauladan pengamalan Pancasila , contoh KORUPSI Bansos, tangkap tangan KPK dll. kalau koruptor harus dihukum berat, Penegakkan Hukum jangan tumpul ke atas , runcing kebawah.'"",1390929644078002178,StSyafriadi,0,Twitter for Android,0,[]";
"2021-05-08 07:20:01,""b'@ranupaneraihan Akhirnya Bisa Temui Bos Bumiputera, Nasabah Dijanjikan Klaim Cair November 2020\n\nsemoga semua cepet selesai ya \njiwasraya,bansos,bpjs,bakrie life,kresna life https://t.co/CZlwLS422C'"",1390929465023209472,jiwakuat4,0,Twitter for Android,0,[]";
"2021-05-08 07:19:42,""b'@POLYXEZIA Akhirnya Bisa Temui Bos Bumiputera, Nasabah Dijanjikan Klaim Cair November 2020\n\nsemoga semua cepet selesai ya \njiwasraya,bansos,bpjs,bakrie life,kresna life https://t.co/qGQwW8G6kx'"",1390929387562827781,jiwakuat4,0,Twitter for Android,0,[]";
"2021-05-08 07:19:10,""b'@eriksevmem @disksizfren Akhirnya Bisa Temui Bos Bumiputera, Nasabah Dijanjikan Klaim Cair November 2020\n\nsemoga semua cepet selesai ya \njiwasraya,bansos,bpjs,bakrie life,kresna life https://t.co/7P4vKglk3U'"",1390929252447518725,jiwakuat4,0,Twitter for Android,0,[]";
2021-05-08 07:18:56,b'RT @panca66: Perusahaan penyedia paket bansos ternyata banyak fiktif. Keterlaluan emang pelaku korupsi bansos ini. Udah nyikat komisi dari\xe2\x80\xa6',1390929194494750724,adzkaini,1748,Twitter for iPhone,1,[];
"2021-05-08 07:18:48,""b'RT @vierda: Situ enak nakes punya gaji, situ enak ibunya sakit masih bisa dibawa ke RS. \n\nSeolah2 kondisi kek gini kita seneng gitu. Liat o\xe2\x80\xa6'"",1390929159031951360,emirraramadhani,91,Twitter for iPhone,1,[]";
"2021-05-08 07:18:36,""b'@DocSoft @JanScheumer Akhirnya Bisa Temui Bos Bumiputera, Nasabah Dijanjikan Klaim Cair November 2020\n\nsemoga semua cepet selesai ya \njiwasraya,bansos,bpjs,bakrie life,kresna life https://t.co/486TEc9bLr'"",1390929107785977858,jiwakuat4,0,Twitter for Android,0,[]";
"2021-05-08 07:18:31,""b'@democrazymedia @la1laha1llallah Wktu kampanye partai nya wong cilik, dah berkuasa bukan lagi jd partai wong cilik malah partai yg sukanya nyusahin wong cilik,bansos wong cilik pun dikorupsinya....'"",1390929088454356996,Boruto7324,0,Twitter for Android,0,[]";
"2021-05-08 07:18:22,""b'@NoPanikFred @RoutePlusSure @briceperrin @routesepartage Akhirnya Bisa Temui Bos Bumiputera, Nasabah Dijanjikan Klaim Cair November 2020\n\nsemoga semua cepet selesai ya \njiwasraya,bansos,bpjs,bakrie life,kresna life https://t.co/MYsmAMS9GL'"",1390929048516251650,jiwakuat4,0,Twitter for Android,0,[]";
"2021-05-08 07:18:12,""b'@adi78saputra @FerdinandHaean3 @jokowi Akhirnya Bisa Temui Bos Bumiputera, Nasabah Dijanjikan Klaim Cair November 2020\n\nsemoga semua cepet selesai ya \njiwasraya,bansos,bpjs,bakrie life,kresna life https://t.co/BeGZ29IEt3'"",1390929008179572739,jiwakuat4,0,Twitter for Android,0,[]";
"2021-05-08 07:18:04,""b'@_01112 Akhirnya Bisa Temui Bos Bumiputera, Nasabah Dijanjikan Klaim Cair November 2020\n\nsemoga semua cepet selesai ya \njiwasraya,bansos,bpjs,bakrie life,kresna life https://t.co/ubtyrjIHRK'"",1390928974050566145,jiwakuat4,0,Twitter for Android,0,[]";
2021-05-08 07:17:28,b'RT @elisa_jkt: Bansos ditilep. \nInsentif nakes ditunda2. \n\nTapi pajak mobil tertentu tetap 0 dong. \nDan jangan lupa wisata ....',1390928823210811397,Fadhlanrahman,337,Twitter for Android,1,[];
2021-05-08 07:16:59,b'RT @PutraWadapi: Risma ungkap Data Ganda Penerima Bansos yg merupakan  Bobroknya Kinerja kader PDIP  Juliari Batubara tapi yg disalahkan er\xe2\x80\xa6',1390928702507151360,ainnurizqi,1015,Twitter for Android,1,[];
"2021-05-08 07:16:57,""b'Akhirnya Bisa Temui Bos Bumiputera, Nasabah Dijanjikan Klaim Cair November 2020\n\nsemoga semua cepet selesai ya \njiwasraya,bansos,bpjs,bakrie life,kresna life https://t.co/0M6cgEgANy'"",1390928691878785025,jiwakuat4,0,Twitter for Android,0,[]";
"2021-05-08 07:15:19,""b'RT @faridwadjdi: Dikira tausiyahnya tentang tanggung jawab penguasa mengurus rakyat dengan baik, larangan mendzolimi dan menindas rakyat, h\xe2\x80\xa6'"",1390928284032978948,caha_aya,63,Twitter for Android,1,[]";
2021-05-08 07:15:19,b'Jadi buat orang tuaaa tolong buat pembagian THR jangan sampe salah sasaran ya kaya bansos. Harus tau siapa yg benar benar butuh uang https://t.co/6gKIznUsP7',1390928282200141824,dandyekadrmwn,0,Twitter for Android,0,[];
"2021-05-08 07:13:57,""b'RT @vierda: Situ enak nakes punya gaji, situ enak ibunya sakit masih bisa dibawa ke RS. \n\nSeolah2 kondisi kek gini kita seneng gitu. Liat o\xe2\x80\xa6'"",1390927938443386883,hedyindrayana,91,Twitter for iPhone,1,[]";
"2021-05-08 07:10:53,""b'RT @vierda: Situ enak nakes punya gaji, situ enak ibunya sakit masih bisa dibawa ke RS. \n\nSeolah2 kondisi kek gini kita seneng gitu. Liat o\xe2\x80\xa6'"",1390927168679550985,ciroooo17,91,Twitter for Android,1,[]";
2021-05-08 07:09:20,b'@javigganese @_VinylandVino_ Kui lho bansos khas amrik',1390926776742735875,RyHerdiansyah,0,Twitter for Android,0,[];
"2021-05-08 07:08:09,""b'#Cara Cek Bansos PKH, Bantuan Pangan, BLT UMKM dan BLT Dana Desa, Cair Sebelum Lebaran - Tribun Jambi #Kodepos #Desa https://t.co/hIrEdtvfRq # Cara Cek Bansos PKH, Bantuan Pangan, BLT UMKM dan BLT Dana Desa, Cair Sebelum Lebaran\xc2\xa0\xc2\xa0Tribun Jambi'"",1390926478687326210,kodepose,0,IFTTT,0,""['Cara', 'Kodepos', 'Desa']""";
"2021-05-08 07:07:38,""b'@Partono_ADjem IQ sy 141 Pak Djem makanya cerdas kan hahaha\n\nDia ngebahas gk digaji lalu mati kelaperan, lah dia kerja msh dpt makan dia lupa kalau di luar bnyk yg dr setahun lalu utk makan aja hrs nunggu bansos yg makin lama makin dikit isinya \xf0\x9f\x98\x85'"",1390926350924451840,Deffal_AG,0,Twitter for iPhone,0,[]";
2021-05-08 07:05:36,b'RT @elisa_jkt: Bansos ditilep. \nInsentif nakes ditunda2. \n\nTapi pajak mobil tertentu tetap 0 dong. \nDan jangan lupa wisata ....',1390925839542284289,bandorobrojo,337,Twitter for Android,1,[];
2021-05-08 07:05:25,b'@Adian85765055 @kusno92452495 @zarazettirazr Yg gondol duit bansos bukan mabuk.. Tapi sdh ga waras',1390925792838709254,puspa_riyadi,0,Twitter for Android,0,[];
"2021-05-08 07:00:48,""b'RT @vierda: Situ enak nakes punya gaji, situ enak ibunya sakit masih bisa dibawa ke RS. \n\nSeolah2 kondisi kek gini kita seneng gitu. Liat o\xe2\x80\xa6'"",1390924631687647235,fpoemsh,91,Twitter for Android,1,[]";
"2021-05-08 07:00:40,""b'https://t.co/sPeKkGxss6 \xe2\x80\x93 Komisi Pemberantasan Korupsi (KPK) menyatakan 75 pegawai tak lulus dalam Tes Wawasan Kebangsaan (TWK). Beberapa sumber mengatakan, bahwa pegawai KPK yang tak lolos adalah penyidik, bahkan ada yang sedang menangani kasus kakap seperti bansos Covid-19.\n\n\xe2\x80\xa6 https://t.co/Ghg9D0GJ1S'"",1390924594907947009,Indopolitika,0,IFTTT,0,[]";
2021-05-08 06:58:41,b'Ah anjir w mikir kok bisa sebanyak itu.\nRupanya 10 ribu dari dana bansos :)) https://t.co/pkpKTGXhjl',1390924098243489798,DEFence_hr,0,Twitter for Android,0,[];
"2021-05-08 06:56:36,""b'RT @vierda: Situ enak nakes punya gaji, situ enak ibunya sakit masih bisa dibawa ke RS. \n\nSeolah2 kondisi kek gini kita seneng gitu. Liat o\xe2\x80\xa6'"",1390923573489901569,HamidRaizan,91,Twitter for Android,1,[]";
2021-05-08 06:54:31,b'@Siti_Khadijah95 Korupsi bansos',1390923050019819520,BurhanudinAsep2,0,Twitter for Android,0,[];
2021-05-08 06:53:23,b'#BeritaPidieJaya\nBansos menjelang Idul Fitri 1442 Hijriah ini diserahkan melalui kecamatan masing-masing kepada penerima dalam delapan kecamatan di Pidie Jaya. Jumlah tepatnya Rp 1.421.700.000. \nhttps://t.co/Bm9EIA4GBr',1390922764681322508,serambinews,0,Twitter Web App,0,['BeritaPidieJaya'];
