Tanggal,Tweets,ID,Screen Name,Banyak Retweet,Source,Retweet Status,Hashtags;
"2021-05-08 14:09:35,""b'RT @_Tarida_Indah_: Partai Lain Mana Suaranya !!\nMendukung KPK Di Bungkam ??\n\nFraksi Partai Demokrat Benny K. Harman :\n""""Ada upaya menggerga\xe2\x80\xa6'"",1391032536587849732,_Oposisi_Kecil_,10,Twitter for Android,1,[]";
"2021-05-08 14:09:20,""b'Polemik Tes Wawasan Kebangsaan telah mampu mengalihkan sorotan kasus BLBI, Bank Century, Wisma Hambalang, bansos covid-19, ekspor benih lobster, KKB Papua, dana militer yg naik 400% dalam 10 tahun tapi tidak ada peningkatan signifikan, dan korupsi-korupsi yg sedang terjadi. https://t.co/e8so36kKoc'"",1391032472356364292,icukprayogi,1,Twitter Web App,0,[]";
"2021-05-08 14:08:32,""b'RT @_Tarida_Indah_: Partai Lain Mana Suaranya !!\nMendukung KPK Di Bungkam ??\n\nFraksi Partai Demokrat Benny K. Harman :\n""""Ada upaya menggerga\xe2\x80\xa6'"",1391032273193955330,Panglima_Minal,10,Twitter for Android,1,[]";
2021-05-08 14:07:49,b'RT @PutraWadapi: Risma ungkap Data Ganda Penerima Bansos yg merupakan  Bobroknya Kinerja kader PDIP  Juliari Batubara tapi yg disalahkan er\xe2\x80\xa6',1391032093484851204,AmarSyariful,1015,Twitter for Android,1,[];
2021-05-08 14:06:59,b'@TSolihien Mending beresin bansos di dari Madam. Kebanyakan janji yg 99 % meleset',1391031882381336579,AnisYunas,0,Twitter for Android,0,[];
2021-05-08 14:04:36,b'@jwscult sumpah gue bacanya bansos fak',1391031282562310152,NCTSYUT4,0,Twitter for Android,0,[];
"2021-05-08 14:03:34,""b'@tonymontana7788 Akhirnya Bisa Temui Bos Bumiputera, Nasabah Dijanjikan Klaim Cair November 2020\n\nsemoga semua cepet selesai ya \njiwasraya,bansos,bpjs,bakrie life,kresna life https://t.co/qT1Qj4Dv8E'"",1391031022435803145,jiwakuat4,0,Twitter for Android,0,[]";
"2021-05-08 14:03:27,""b'@yongkyungsong @haluhalu30 Akhirnya Bisa Temui Bos Bumiputera, Nasabah Dijanjikan Klaim Cair November 2020\n\nsemoga semua cepet selesai ya \njiwasraya,bansos,bpjs,bakrie life,kresna life https://t.co/pis8u4LEfM'"",1391030991657914370,jiwakuat4,0,Twitter for Android,0,[]";
"2021-05-08 14:03:17,""b'@missflappergirl Akhirnya Bisa Temui Bos Bumiputera, Nasabah Dijanjikan Klaim Cair November 2020\n\nsemoga semua cepet selesai ya \njiwasraya,bansos,bpjs,bakrie life,kresna life https://t.co/YIaziVst7H'"",1391030949329084418,jiwakuat4,0,Twitter for Android,0,[]";
"2021-05-08 14:03:10,""b'@TheArieAir Paling ancur kali, ekonomi jeblok pdhal utang gila2an, penanganan covid amburadul, dana bansos diembat sama menteri pilihannya, dan ajaibnya masih ada yg ngotot buat jadiin presiden utk periode ke 3 \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3'"",1391030920967122944,CuldeSac168,0,Twitter for Android,0,[]";
"2021-05-08 14:03:08,""b'@yugistay @Lyricisttt Akhirnya Bisa Temui Bos Bumiputera, Nasabah Dijanjikan Klaim Cair November 2020\n\nsemoga semua cepet selesai ya \njiwasraya,bansos,bpjs,bakrie life,kresna life https://t.co/7LpuZkZVO9'"",1391030914801496066,jiwakuat4,0,Twitter for Android,0,[]";
"2021-05-08 14:02:57,""b'@seichanshiro @byuleeeel @bertanyarl Akhirnya Bisa Temui Bos Bumiputera, Nasabah Dijanjikan Klaim Cair November 2020\n\nsemoga semua cepet selesai ya \njiwasraya,bansos,bpjs,bakrie life,kresna life https://t.co/2TnTsICXy2'"",1391030865141006337,jiwakuat4,0,Twitter for Android,0,[]";
"2021-05-08 14:02:51,""b'RT @vierda: Situ enak nakes punya gaji, situ enak ibunya sakit masih bisa dibawa ke RS. \n\nSeolah2 kondisi kek gini kita seneng gitu. Liat o\xe2\x80\xa6'"",1391030843817095170,KnSuyono,91,Twitter for Android,1,[]";
"2021-05-08 14:02:48,""b'@wonjintz @O3LOEY Akhirnya Bisa Temui Bos Bumiputera, Nasabah Dijanjikan Klaim Cair November 2020\n\nsemoga semua cepet selesai ya \njiwasraya,bansos,bpjs,bakrie life,kresna life https://t.co/X0ekfGt7Xu'"",1391030831515193345,jiwakuat4,0,Twitter for Android,0,[]";
"2021-05-08 14:02:42,""b'@machalatte93 @mister_muncrat Akhirnya Bisa Temui Bos Bumiputera, Nasabah Dijanjikan Klaim Cair November 2020\n\nsemoga semua cepet selesai ya \njiwasraya,bansos,bpjs,bakrie life,kresna life https://t.co/LDaFFRQnV9'"",1391030806043267073,jiwakuat4,0,Twitter for Android,0,[]";
"2021-05-08 14:02:35,""b'@TwitterID Akhirnya Bisa Temui Bos Bumiputera, Nasabah Dijanjikan Klaim Cair November 2020\n\nsemoga semua cepet selesai ya \njiwasraya,bansos,bpjs,bakrie life,kresna life https://t.co/uqZoiD3XZK'"",1391030775206662144,jiwakuat4,0,Twitter for Android,0,[]";
"2021-05-08 14:02:29,""b'@bagiennezielsko @GolabekTomek @leviniara @akwamaryna03 @REKISNYA @zhxnglidilf @wojtas_258 @proudkaostan @grappa_ice @sweetdaisygreen @21Janko37 @xvlucisher_ybvx @czasnaspanko @mis_z_cyny @zgnebienie @fearlesslou__ @majlenek @karindalayson @strangeraxng @szejtozycie Akhirnya Bisa Temui Bos Bumiputera, Nasabah Dijanjikan Klaim Cair November 2020\n\nsemoga semua cepet selesai ya \njiwasraya,bansos,bpjs,bakrie life,kresna life https://t.co/TtRPlvrld1'"",1391030749252390921,jiwakuat4,0,Twitter for Android,0,[]";
"2021-05-08 14:02:22,""b'@cinderrcallaaa Akhirnya Bisa Temui Bos Bumiputera, Nasabah Dijanjikan Klaim Cair November 2020\n\nsemoga semua cepet selesai ya \njiwasraya,bansos,bpjs,bakrie life,kresna life https://t.co/qeoJVJXGLb'"",1391030721389629440,jiwakuat4,0,Twitter for Android,0,[]";
"2021-05-08 13:56:50,""b'@PresedenCentuRI @Dennysiregar7 @susipudjiastuti Kasus Ratna, Ratna sendiri sudah kena saksi dan dampaknya remeh, wooi..ini dana bansos dampaknya besar bikin negara bangkrut, elu masih saja muter-muter di kasus Ratna, mikir \xf0\x9f\x98\x82'"",1391029326951243777,Astraji81646242,0,Twitter for Android,0,[]";
2021-05-08 13:56:05,b'@henrysubiakto Yang ga percaya covid antri terdepan ambil bansos covid',1391029140137021443,Toni7216,0,Twitter Web App,0,[];
"2021-05-08 13:55:31,""b'RT @gadisresidu_b3: 4.Padahal kan lagi marak yang namanya Bansos dari Pemerintah, kok anak anak ini gak kebagian.\n\nBantu SHARE sampai tembu\xe2\x80\xa6'"",1391028995152437249,mabduh7,22,Twitter for Android,1,[]";
"2021-05-08 13:53:42,""b'RT @vierda: Situ enak nakes punya gaji, situ enak ibunya sakit masih bisa dibawa ke RS. \n\nSeolah2 kondisi kek gini kita seneng gitu. Liat o\xe2\x80\xa6'"",1391028537491005443,ardana333,91,Twitter for Android,1,[]";
"2021-05-08 13:52:02,""b'Selain Novel, ada pegawai yang sedang tangani kasus bansos https://t.co/31BSolsAwz'"",1391028120413638660,idntimes,0,dlvr.it,0,[]";
2021-05-08 13:51:13,b'RT @elisa_jkt: Bansos ditilep. \nInsentif nakes ditunda2. \n\nTapi pajak mobil tertentu tetap 0 dong. \nDan jangan lupa wisata ....',1391027912778797062,habibray28,337,Twitter for Android,1,[];
2021-05-08 13:46:41,b'RT @uzan_txc: Presiden e ngurusi nikahan artis\n\nPemerintah e bingung dan akhir e keluar larangan mudik\n\nBanyak bansos yg dikorup\n\nWarga ne\xe2\x80\xa6',1391026774029467652,AldinaFajar_48,1,Twitter Web App,1,[];
"2021-05-08 13:45:10,""b'RT @gadisresidu_b3: 4.Padahal kan lagi marak yang namanya Bansos dari Pemerintah, kok anak anak ini gak kebagian.\n\nBantu SHARE sampai tembu\xe2\x80\xa6'"",1391026391106285569,Christofel_ID,22,Twitter for Android,1,[]";
"2021-05-08 13:44:44,""b'Yaelah bipang aja dijadiin isu, ketutup dah tuh isu2 macem TWK KPK, korupsi Bansos dll yang jauh lebih penting\xf0\x9f\x99\x83'"",1391026282075361281,RezaFHW,0,Twitter for iPhone,0,[]";
"2021-05-08 13:44:16,""b'Partai Lain Mana Suaranya !!\nMendukung KPK Di Bungkam ??\n\nFraksi Partai Demokrat Benny K. Harman :\n""""Ada upaya menggergaji penyidikan kasus bansos Covid-19. Caranya menyingkirkan penyidik KPK yang menangani perkara ini lewat Tes.""""\n\n#PresidenHobiBipang https://t.co/uXnZgcyv2f'"",1391026163816927233,_Tarida_Indah_,10,Twitter for Android,0,['PresidenHobiBipang']";
2021-05-08 13:43:17,b'@Indysltng @Hilmi28 @jokowi Kesalahan besar ... Korupsi bansos adem ayem aja yaa ... Lu gak ributin yaa ...ekwkwkwk',1391025918185930752,BrondsLeaf,0,Twitter for Android,0,[];
"2021-05-08 13:41:29,""b'RT @gadisresidu_b3: 4.Padahal kan lagi marak yang namanya Bansos dari Pemerintah, kok anak anak ini gak kebagian.\n\nBantu SHARE sampai tembu\xe2\x80\xa6'"",1391025464496443393,GmMulyadi,22,Twitter for Android,1,[]";
"2021-05-08 13:41:20,""b'@cybsquad_ @fadjroeL @upiasmaradhana @itbofficial @univ_indonesia @UI_library Aktifis liat bansos dikorupsi diem, kpk dikebiri diem'"",1391025428194684928,salahambilobat,0,Twitter for Android,0,[]";
"2021-05-08 13:38:29,""b'@primaqina Belom lagi pasti mereka money laundry kan orang begitu licik. Harusnya harta dikuras habis, wajahnya dipajang diseluruh penjuru, atau hukum mati buat bansos sama kasus antigen kemarin itu. Iblis aja minder'"",1391024710956109831,novitadinny,0,Twitter for Android,0,[]";
2021-05-08 13:36:34,b'@adhityanandhakp bayangno ngguyu2 dihadapan nasabah bansos',1391024226929311744,ardngrh,0,Twitter for Android,0,[];
2021-05-08 13:33:06,b'ngumpulin duit bansos kovid buat beli resident evil',1391023356867088394,erikqxb,0,Twitter Web App,0,[];
"2021-05-08 13:30:48,""b'RT @gadisresidu_b3: 4.Padahal kan lagi marak yang namanya Bansos dari Pemerintah, kok anak anak ini gak kebagian.\n\nBantu SHARE sampai tembu\xe2\x80\xa6'"",1391022776434130956,PapaeFiska,22,Twitter for Android,1,[]";
"2021-05-08 13:29:50,""b'RT @narkosun: Tanda2 ekonomi Indonesia mulai membaik. Pertumbuhan ekonomi pada TW1 2021 sebesar 1,45%.\n\nPemerintah masih terus mengupayakan\xe2\x80\xa6'"",1391022532078170116,albertnoei,9,Twitter for Android,1,[]";
2021-05-08 13:29:31,b'@TriW1212 @kariin91 @nadilawantari_ Iya rata rata yg nggk lolos tes itu mereka yg menangani kasus korupsi besar salah satunya bansos ya.',1391022452600307719,alfinpranata42,0,Twitter Web App,0,[];
"2021-05-08 13:28:33,""b'4.Padahal kan lagi marak yang namanya Bansos dari Pemerintah, kok anak anak ini gak kebagian.\n\nBantu SHARE sampai tembus ke Pemda setempat. https://t.co/Og2ZBvsEBB'"",1391022210853138445,gadisresidu_b3,22,Twitter for Android,0,[]";
2021-05-08 13:27:15,b'@sherpa701 @hwi_wijaya_ke2 @dwisuraning_ @Warkiko1 Kalau di RL ini tipe orang yg hari2nya dipenuhi kebencian pada pemerintah tp antri paling depan kalau ada Bansos \xe2\x98\xba\n\nDan kebanyakan mereka mendapatkannya\nKenapa?\nKarena negeri kita adlh Negeri Pecinta Damai',1391021881583562761,AL_Ghazali81,0,Twitter for Android,0,[];
2021-05-08 13:26:03,b'Karaoke pakai duit bansos. Astaghfirullah',1391021582600916992,wn_esti,0,Twitter for Android,0,[];
2021-05-08 13:24:13,b'RT @RaisaTjokrodnta: Bedanya BLT era Krismon 2008 dan Bansos era  Krismon @jokowi .\n\ngambar 1 BLT diprotes PDIP krn tidak mendidik rakyat t\xe2\x80\xa6',1391021121256923138,AlexisTobat,4,Twitter Web App,1,[];
"2021-05-08 13:24:09,""b'RT @vierda: Situ enak nakes punya gaji, situ enak ibunya sakit masih bisa dibawa ke RS. \n\nSeolah2 kondisi kek gini kita seneng gitu. Liat o\xe2\x80\xa6'"",1391021104479674369,luhung72274343,91,Twitter for Android,1,[]";
2021-05-08 13:23:14,b'@Dennysiregar7 @RixxCarlson @KPK_RI KORUPSI BANSOS GIMANA ???\nYG DIRUGIKAN WONG CILIK\n\nGIMANA HARUN MASIKU ???\nINI MASIH SEGAR\n\nTERKESAN NGALIHIN INSYU \xf0\x9f\x98\x87',1391020871213477889,Saiful38653471,0,Twitter for Android,0,[];
2021-05-08 13:21:29,b'RT @ekowboy2: Kader merah paling banyak terjaring OTT Novel Baswedan cs &amp; korupsi paling biadab selama pandemi korupsi madam bansos.. \n\nJad\xe2\x80\xa6',1391020429763022849,reivaboy,377,Twitter for Android,1,[]
"2021-05-08 13:14:50,""b'@okezonenews Lebih urgent Kasus ASABRI,JIWASRAYA,BPJS,MADAM BANSOS,TRUK NYASAR,MR GOODIEBAG,MASIKU,BLBI dll. Kelanjutannya kek apa? @KPK_RI @DPR_RI @mprgoid @FPKSDPRRI @PDemokrat'"",1391018758286704642,WariorXman,0,Twitter Web App,0,[]";
"2021-05-08 13:13:46,""b'@PresedenCentuRI @Dennysiregar7 @susipudjiastuti Update dong masa bahas Ratna mulut, kali2 bahas dana bansos, Harun masiku udah mau lebaran lagi nih ga tau rimbanya\xf0\x9f\x98\x81'"",1391018491646398466,Astraji81646242,0,Twitter for Android,0,[]";
"2021-05-08 13:11:32,""b'@jokowi pak @jokowi yang terhormat, indonesia apa kabarnya???\nrakyat indonesia apa kabarnya???\ncovid di indonesia apa kabarnya???\norang INDIA yang datang ke indonesia apa kabarnya??\norang CINA yang datang ke sini apa kabarnya???\nkorupsi BANSOS gimana ceritanya???\nKPK apa kabarnya???'"",1391017925843161101,eqqqnx,0,Twitter for Android,0,[]";
2021-05-08 13:08:48,b'@javucado Bansos bisa ga ?',1391017239789195268,byungbunss,0,Twitter for Android,0,[];
"2021-05-08 13:07:42,""b'@ekowboy2 Klo minta saham, minta proyek, minta jatah bansos, minta jabatan..itu budaya kita..hehehe..'"",1391016961732083714,Kertas_pribumi,1,Twitter for Android,0,[]";
2021-05-08 13:05:52,b'RT @geloraco: Mahasiswa Tagih Janji KPK Hukum Mati Koruptor Bansos Covid-19\nhttps://t.co/LBofuCuzZ1',1391016499909853184,AJazuli5,718,Twitter for Android,1,[];
2021-05-08 13:05:33,b'@Puthutea Mari jangan habiskan energi nalar lurus publik menjadi bengkok hanya gegara setiran babi panggang produksi mesin hoax istana.\n\nTetap fokus mengutuk pelemahan @KPK_RI di saat para penyidik mulai menyasar aliran dana bansos mengalir ke partai muncung putih.\nMari tetap waspada',1391016424001343493,IchwanMoehammad,0,Twitter for Android,0,[];
"2021-05-08 13:04:33,""b'Sangat luar biasa era sekarang ini Harun Masiku saja tdk tertangkap alias dibiarkan , berkeliaran di awali dari KPU negara ini menjadi Ambyar, mega korupsi yg luar biasa , Bansos,Jiwasraya, Asabri dll, penanganan oleh penegak hukum  seakan mandeg semakin tdk jelas, lalu bagaimana'"",1391016171818741760,HjAiSuryani1,0,Twitter for iPhone,0,[]";
"2021-05-08 13:02:25,""b'RT @BudiSetyarso: Para penyidik yg membongkar kasus korupsi kakap spt e-KTP, simulator SIM, ekspor benur, jg bansos tak bs jd ASN krn tdk l\xe2\x80\xa6'"",1391015632682950659,AJazuli5,3374,Twitter for Android,1,[]";
2021-05-08 13:02:13,b'RT @tempodotco: Anggota Komisi Hukum DPR dari Fraksi Partai Demokrat menduga penyidik KPK yang menyidik kasus korupsi bantuan sosial atau b\xe2\x80\xa6',1391015584314269699,AlifLam11686062,512,Twitter for Android,1,[];
2021-05-08 13:02:09,b'RT @SirianaGde: Utk mengamankan Madam Bansos &amp; Anak Pak Lurah???\nhttps://t.co/O2XD7Ev2A6',1391015565607637000,AJazuli5,130,Twitter for Android,1,[]
2021-05-08 13:00:58,b'@AgoesAguss Moga Novel Baswedan segera menangkap Madam Bansos ya.. \xf0\x9f\x91\x8d',1391015266734133249,conan_idn,0,Twitter for Android,0,[];
2021-05-08 12:59:38,b'RT @elisa_jkt: Bansos ditilep. \nInsentif nakes ditunda2. \n\nTapi pajak mobil tertentu tetap 0 dong. \nDan jangan lupa wisata ....',1391014934297731077,kekadalan,337,Twitter for iPhone,1,[];
"2021-05-08 12:56:34,""b'RT @vierda: Situ enak nakes punya gaji, situ enak ibunya sakit masih bisa dibawa ke RS. \n\nSeolah2 kondisi kek gini kita seneng gitu. Liat o\xe2\x80\xa6'"",1391014161111416834,M47272329,91,Twitter for Android,1,[]";
"2021-05-08 12:55:06,""b'Bansos BPNT dan PKH Cair Mei 2021, Segera Cek Daftar Penerimanya Melalui https://t.co/pJASU1QOA5 - #INDONESIA\n\nhttps://t.co/JPswUvFpR6'"",1391013793400967168,IDCorner,0,IDCorner.Co.iD,0,['INDONESIA']";
"2021-05-08 12:55:04,""b'RT @faridwadjdi: Dikira tausiyahnya tentang tanggung jawab penguasa mengurus rakyat dengan baik, larangan mendzolimi dan menindas rakyat, h\xe2\x80\xa6'"",1391013785247174660,SoesantoPrayogi,63,Twitter for Android,1,[]";
2021-05-08 12:54:35,b'Gara-gara BIPANG para menteri dan pejabat sibuk membuat difinisi bipang...... kasihan amat kalo memang banyak yg hobi makan babi panggang apa yg salah ???\n\nHarta haram aja pada dimakan apalagi cuma bipang ingat: \nKorupsi bansos dan benur itu jauh lebih haram dan menyakiti rakyat',1391013661817245698,HRobertSdryono,0,Twitter for Android,0,[];
"2021-05-08 12:54:05,""b'Bansos BPNT dan PKH Cair Mei 2021, Segera Cek Daftar Penerimanya Melalui https://t.co/FuuhXkLSRP https://t.co/ubsvsW9c7I https://t.co/w03jmBRjim'"",1391013534885040128,rezazikri,0,dlvr.it,0,[]";
"2021-05-08 12:53:32,""b'RT @KataBewe: PEMBUSUKAN di KPK makin DEGIL &amp";" BENGIS. Insan terbaik di KPK tengah DISINGKIRKAN. Mereka yg terbukti menegakkan marwah KPK,\xe2\x80\xa6'"",1391013396900827136,AJazuli5,1737,Twitter for Android,1,[]"
2021-05-08 12:52:46,b'RT @panca66: Perusahaan penyedia paket bansos ternyata banyak fiktif. Keterlaluan emang pelaku korupsi bansos ini. Udah nyikat komisi dari\xe2\x80\xa6',1391013205539885056,AJazuli5,1748,Twitter for Android,1,[];
"2021-05-08 12:50:44,""b'BST dihentikan karena kondisi masyarakat sudah membaik dengan melakukan banyak aktivitas normal, artinya pandemi ini sudah berakhir dan masyarakat berhak hidup normal\n\nYaaah! Bu Risma Kasih Kabar Tak Enak: Tutup Pintu Buat Bansos Covid-19 Gara-Gara... https://t.co/U3nMdxcMjE'"",1391012694384283648,aryaafhzani,0,Twitter Web App,0,[]";
"2021-05-08 12:49:39,""b'RT @narkosun: Tanda2 ekonomi Indonesia mulai membaik. Pertumbuhan ekonomi pada TW1 2021 sebesar 1,45%.\n\nPemerintah masih terus mengupayakan\xe2\x80\xa6'"",1391012420731080705,W_1LL1AM,9,Twitter Web App,1,[]";
"2021-05-08 12:49:17,""b'Asabri,jiwasraya,Masiku, BPJS,MADAM BANSOS,GOODIEBAG, TRUK NYASAR,BLBI pada ngilang kemana ini?'"",1391012328817131532,WariorXman,0,Twitter Web App,0,[]";
2021-05-08 12:47:11,b'@Puspenkum  2 tersangka Bansos di Samosir hingga saat ini belum ditahan. Ada apa?',1391011800762642432,BungaranSitang7,0,Twitter for Android,0,[];
"2021-05-08 12:47:06,""b'RT @RamliRizal: Menurut Mbak Risma ke KPK, data 21 juta penerima Bansos bodong atau fiktif. Ternyata perusahaan2 penyalur Bansos juga banya\xe2\x80\xa6'"",1391011777450713089,AJazuli5,494,Twitter for Android,1,[]";
2021-05-08 12:46:36,b'RT @MartavakVanzos: @RamliRizal @msaid_didu @KPK_RI Mana berani Kpk sm Madam Bansos \xf0\x9f\x90\x80\xf0\x9f\x92\xa9\xf0\x9f\x91\xb9 https://t.co/tySTh9h32I',1391011654582685710,AJazuli5,17,Twitter for Android,1,[];
"2021-05-08 12:46:12,""b'RT @AdiMuammar: @RamliRizal @KPK_RI Sengkarut Data Bansos, Rizal Ramli: Ini Skandal Jahat yang Memalukan\n\nhttps://t.co/kN5rrTy6HW'"",1391011551746744326,AJazuli5,22,Twitter for Android,1,[]";
2021-05-08 12:43:18,b'RT @elisa_jkt: Bansos ditilep. \nInsentif nakes ditunda2. \n\nTapi pajak mobil tertentu tetap 0 dong. \nDan jangan lupa wisata ....',1391010820746665985,kenyangbahagia,337,Twitter for iPhone,1,[];
"2021-05-08 12:42:50,""b""""Kegiatan pembagian bansos di rw 10,kelurahan pasirjati kepada anak yatim || Penyerahan bantuan sembako kepada warga yang sedang Isoman di Rt 02 Rw 11 PSG || Jum'at Berkah LPM Pasirwangi Berbagi Takjil\n@OdedMD @kangyanamulyana @AbriwansyahF @halo_bandung https://t.co/FV57iXBl2j"""""",1391010706489626630,Ujungberung_Kec,0,Twitter for iPhone,0,[]";
2021-05-08 12:40:00,b'@ngadari84 @mizzzaenab @Namaku_Mei Masalah ya di sini bansos malah di korup...',1391009993575440384,takiif,0,Twitter for Android,0,[];
2021-05-08 12:38:56,b'futago anjirrrr berasa ngantri bansos',1391009723080613892,rischkasucks,0,Twitter for iPhone,0,[];
2021-05-08 12:38:35,b'@Syaiful18532221 Kan dah d hukum?\nDan apkah stiap org mlakukan ksalahan itu hrus dpt kita sbgai manusia?\nDna bansos d korupsi lo mingkem.',1391009636707229698,Oktvi4,0,Twitter for Android,0,[];
2021-05-08 12:32:47,b'RT @kariin91: @maulana_pcfre Iya..\nKalo bansos kan cuma sekali dua kali lah dikasihnya. Lah kalo duit pensiun kan seumur hidup. \n\nTahu ga s\xe2\x80\xa6',1391008175210393600,ZahraArdhanas,22,Twitter for Android,1,[];
2021-05-08 12:25:55,b'RT @Reiduane07: Tolong di tindak lanjuti Bansos di desa ridogalih kecamatan cikakak kabupaten sukabumi mayoritas tdk tepat sasaran/tumpang\xe2\x80\xa6',1391006449141043210,MrAntagonis,2,Twitter for Android,1,[];
"2021-05-08 12:25:35,""b'RT @vierda: Situ enak nakes punya gaji, situ enak ibunya sakit masih bisa dibawa ke RS. \n\nSeolah2 kondisi kek gini kita seneng gitu. Liat o\xe2\x80\xa6'"",1391006362142875649,ZandiHendra,91,Twitter for Android,1,[]";
2021-05-08 12:22:54,b'RT @andry19633: Banyak Perusahaan Penyalur Bansos Terdeteksi Abal-abal alias Fiktif. Rizal Ramli Minta Firli Bahuri Bongkar 21 Juta Data Ga\xe2\x80\xa6',1391005688826974210,maulana00454021,39,Twitter for Android,1,[];
2021-05-08 12:22:47,b'RT @elisa_jkt: Bansos ditilep. \nInsentif nakes ditunda2. \n\nTapi pajak mobil tertentu tetap 0 dong. \nDan jangan lupa wisata ....',1391005658162491398,syenitenita,337,Twitter for Android,1,[];
2021-05-08 12:16:08,b'RT @MiagoPantus: @qorygore Masyarakat setelah mengetahui bansos kemana #QGBacotsantuy https://t.co/viW4dsmM8a',1391003985419522049,kursigoyanng,1,Twitter for Android,1,['QGBacotsantuy'];
"2021-05-08 12:14:12,b'Waspada Penipuan Bansos Covid-19 Mengatasnamakan bank bjb https://t.co/WXs7XqyDcA\n\n#bjb #perbankan #waspadapenipuan #news',1391003499190644736,ruberUpdate,0,Twitter for Android,0,""['bjb', 'perbankan', 'waspadapenipuan', 'news']""";
2021-05-08 12:13:20,b'RT @elisa_jkt: Bansos ditilep. \nInsentif nakes ditunda2. \n\nTapi pajak mobil tertentu tetap 0 dong. \nDan jangan lupa wisata ....',1391003281086840834,nana040461,337,Twitter for Android,1,[];
2021-05-08 12:12:24,b'@FINDINGDERY07 @lilypuryz @jaeyuntampan @apo0calypse mau bansos',1391003046650339330,nomarklie,0,Twitter for Android,0,[];
2021-05-08 12:10:14,b'RT @BennyHarmanID: Penyidik KPK kini terbelah antara kelompok pendukung pengusutan tuntas korupsi dana Bansos dan yang tidak. Kelompok pend\xe2\x80\xa6',1391002503060156416,AJazuli5,1500,Twitter for Android,1,[];
"2021-05-08 12:06:59,""b'RT @BudiSetyarso: Para penyidik yg membongkar kasus korupsi kakap spt e-KTP, simulator SIM, ekspor benur, jg bansos tak bs jd ASN krn tdk l\xe2\x80\xa6'"",1391001685191843840,jundurr,3374,Twitter for Android,1,[]";
