ID,Tweet
"1,39114E+18",madam bansos guru besarzz
"1,39113E+18",madam bansos n hairy gimana cerita
"1,39102E+18",mahasiswa tagih janji kpk hukum mati koruptor bansos covid
"1,39085E+18",main circlecan kpk kyknya udah pantesan bebrapa korupsi mandek contoh madame bansos rssw bus tra
"1,39093E+18",maksud madam bansos
"1,39105E+18",maling bansos aja yg layak hukum mati blm kroni tangkap
"1,39095E+18",maling bansos apakabar
"1,39109E+18",maling bansos neng aja tutup bipang
"1,39096E+18",maling bansosotsus ributtambang emas kerok puluh tahunberapa dana otsus habis
"1,39089E+18",mamak bansos eh mensos mana negara gak hadir cariin kerja mak
"1,39087E+18",mamak bansos sm gus dur lewat ya mas
"1,39106E+18",mantan bendahara kena bansos buka alir dana mana
"1,39105E+18",marak nama bansos perintah anak anak gak bagi bantu share sai tembu
"1,39102E+18",marak nama bansos perintah anak anak gak bagi bantu share sai tembus pemda
"1,39102E+18",mari habis energi nalar lurus publik bengkok gegara setir babi panggang produksi mesin hoax istana tetap fokus kutuk lemah sidik sasar alir dana bansos alir partai muncung putih mari waspada
"1,391E+18",masyarakat bansos mana qgbacotsantuy
