Tanggal,Tweets,ID,Screen Name,Banyak Retweet,Source,Retweet Status,Hashtags
2021-05-05 21:02:08,"b'@CNNIndonesia Koruptor Bansos, jadikan duta Bansos \xf0\x9f\x98\x8a'",1390049194715488258,Ardumas3,0,Twitter for Android,0,[]
2021-05-05 21:01:39,"b'RT @dancersejati1: Uhuyyyyy . . Sudah banyak janji!\n\nSuku Anak Dalam Tagih Janji Risma Beri Bansos, PKS: Jangan Patahkan Hati Mereka! https\xe2\x80\xa6'",1390049072199835650,diezitoe,22,Twitter for Android,1,[]
2021-05-05 21:01:24,"b'RT @BossTemlen: Salah satu kasus besar yang sedang dihadapi oleh KPK selain Mega Korupsi Bansos dan Ekspor Benih Lobster\n\nSamin Tan, Taipan\xe2\x80\xa6'",1390049010275155968,Grumbletonia,467,Twitter for Android,1,[]
2021-05-05 21:00:57,"b'RT @CUMI_BAKAR2067: Uhuyyyyy . . Sudah banyak janji!\nJanji lagi, janji terus... Kapan realisasi? \n\nSuku Anak Dalam Tagih Janji Risma Beri B\xe2\x80\xa6'",1390048897179942914,Adinda67004653,6,Twitter for Android,1,[]
2021-05-05 20:59:56,"b'RT @D3ffiM45rizal: Nasdem Yakin 21jt Data Bansos Ganda tjdi scr Sistemik krn angkany tdk sedikit. Kl kesalahan teknis 21rb, masuk akal. Tp\xe2\x80\xa6'",1390048641449033729,dariandavin1,27,Twitter for iPhone,1,[]
2021-05-05 20:59:06,b'RT @Ndons_Back: Weww \n\nUang Hasil Korupsi Bansos Covid Juga Dipakai Karaokean Tim di Kemensos - VICE https://t.co/5bKdKvGUhg',1390048430114828288,nanoseymour,266,Twitter for Android,1,[]
2021-05-05 20:58:47,"b'RT @BudiSetyarso: Para penyidik yg membongkar kasus korupsi kakap spt e-KTP, simulator SIM, ekspor benur, jg bansos tak bs jd ASN krn tdk l\xe2\x80\xa6'",1390048350842544134,AndiniZ16817618,3332,Twitter for Android,1,[]
2021-05-05 20:58:05,b'RT @Ndons_Back: Weww \n\nUang Hasil Korupsi Bansos Covid Juga Dipakai Karaokean Tim di Kemensos - VICE https://t.co/5bKdKvGUhg',1390048176162238464,negerilieur,266,Twitter for Android,1,[]
2021-05-05 20:57:19,b'RT @panca66: Perusahaan penyedia paket bansos ternyata banyak fiktif. Keterlaluan emang pelaku korupsi bansos ini. Udah nyikat komisi dari\xe2\x80\xa6',1390047983161397249,berjoeang1,1730,Twitter for Android,1,[]
2021-05-05 20:56:47,b'@abimxnyu Bilang aja nganter bansos nyu',1390047849841250306,damanggi,0,Twitter for Android,0,[]
